Date,AAPL
2020-11-04,112.08760070800781
2020-11-05,116.06600952148438
2020-11-06,115.93413543701172
2020-11-09,113.61917114257812
2020-11-10,113.27729034423828
2020-11-11,116.71553802490234
2020-11-12,116.44206237792969
2020-11-13,116.49092102050781
2020-11-16,117.50676727294922
2020-11-17,116.61788940429688
2020-11-18,115.28947448730469
2020-11-19,115.88530731201172
2020-11-20,114.61548614501953
2020-11-23,111.2065200805664
2020-11-24,112.49588012695312
2020-11-25,113.33589172363281
2020-11-27,113.88290405273438
2020-11-30,116.2857894897461
2020-12-01,119.8705825805664
2020-12-02,120.22222137451172
2020-12-03,120.08546447753906
2020-12-04,119.41149139404297
2020-12-07,120.87664794921875
2020-12-08,121.49203491210938
2020-12-09,118.95240020751953
2020-12-10,120.37849426269531
2020-12-11,119.56775665283203
2020-12-14,118.95240020751953
2020-12-15,124.9107437133789
2020-12-16,124.84239959716797
2020-12-17,125.71171569824219
2020-12-18,123.71907806396484
2020-12-21,125.25261688232422
2020-12-22,128.81788635253906
2020-12-23,127.9192123413086
2020-12-24,128.90579223632812
2020-12-28,133.5161895751953
2020-12-29,131.73846435546875
2020-12-30,130.61514282226562
2020-12-31,129.60911560058594
2021-01-04,126.40522766113281
2021-01-05,127.9681167602539
2021-01-06,123.66047668457031
2021-01-07,127.88018798828125
2021-01-08,128.9839324951172
2021-01-11,125.9852066040039
2021-01-12,125.80938720703125
2021-01-13,127.85088348388672
2021-01-14,125.9168472290039
2021-01-15,124.18793487548828
2021-01-19,124.8619155883789
2021-01-20,128.9644012451172
2021-01-21,133.69203186035156
2021-01-22,135.8409423828125
2021-01-25,139.60153198242188
2021-01-26,139.83595275878906
2021-01-27,138.76150512695312
2021-01-28,133.9069061279297
2021-01-29,128.8960418701172
2021-02-01,131.0254364013672
2021-02-02,131.85565185546875
2021-02-03,130.8300323486328
2021-02-04,134.19993591308594
2021-02-05,133.7841796875
2021-02-08,133.93093872070312
2021-02-09,133.05050659179688
2021-02-10,132.44398498535156
2021-02-11,132.18966674804688
2021-02-12,132.4244384765625
2021-02-16,130.29188537597656
2021-02-17,127.99300384521484
2021-02-18,126.88761138916016
2021-02-19,127.04409790039062
2021-02-22,123.2583236694336
2021-02-23,123.12137603759766
2021-02-24,122.62247467041016
2021-02-25,118.3573226928711
2021-02-26,118.62146759033203
2021-03-01,125.00938415527344
2021-03-02,122.39747619628906
2021-03-03,119.404052734375
2021-03-04,117.51604461669922
2021-03-05,118.77796173095703
2021-03-08,113.82807922363281
2021-03-09,118.45514678955078
2021-03-10,117.36932373046875
2021-03-11,119.30621337890625
2021-03-12,118.39646911621094
2021-03-15,121.29204559326172
2021-03-16,122.83767700195312
2021-03-17,122.04531860351562
2021-03-18,117.90735626220703
2021-03-19,117.37909698486328
2021-03-22,120.70510864257812
2021-03-23,119.87362670898438
2021-03-24,117.47692108154297
2021-03-25,117.9660415649414
2021-03-26,118.57254028320312
2021-03-29,118.74862670898438
2021-03-30,117.29104614257812
2021-03-31,119.49210357666016
2021-04-01,120.32360076904297
2021-04-05,123.16049194335938
2021-04-06,123.46375274658203
2021-04-07,125.11698150634766
2021-04-08,127.52345275878906
2021-04-09,130.10601806640625
2021-04-12,128.38427734375
2021-04-13,131.5048828125
2021-04-14,129.15708923339844
2021-04-15,131.5733642578125
2021-04-16,131.24075317382812
2021-04-19,131.9059600830078
2021-04-20,130.21360778808594
2021-04-21,130.5951385498047
2021-04-22,129.06906127929688
2021-04-23,131.3972930908203
2021-04-26,131.78858947753906
2021-04-27,131.46575927734375
2021-04-28,130.67340087890625
2021-04-29,130.57557678222656
2021-04-30,128.59951782226562
2021-05-03,129.65597534179688
2021-05-04,125.06806945800781
2021-05-05,125.31262969970703
2021-05-06,126.91695404052734
2021-05-07,127.59307861328125
2021-05-10,124.30059814453125
2021-05-11,123.37952423095703
2021-05-12,120.30260467529297
2021-05-13,122.45838165283203
2021-05-14,124.88854217529297
2021-05-17,123.73226928710938
2021-05-18,122.34078979492188
2021-05-19,122.18401336669922
2021-05-20,124.7513427734375
2021-05-21,122.90914154052734
2021-05-24,124.54557037353516
2021-05-25,124.34959411621094
2021-05-26,124.30059814453125
2021-05-27,122.76216125488281
2021-05-28,122.1056137084961
2021-06-01,121.78225708007812
2021-06-02,122.54656982421875
2021-06-03,121.05713653564453
2021-06-04,123.35990142822266
2021-06-07,123.36968994140625
2021-06-08,124.19281005859375
2021-06-09,124.5749740600586
2021-06-10,123.57548522949219
2021-06-11,124.79055786132812
2021-06-14,127.85762023925781
2021-06-15,127.0345230102539
2021-06-16,127.53428649902344
2021-06-17,129.14132690429688
2021-06-18,127.83806610107422
2021-06-21,129.6410675048828
2021-06-22,131.2873077392578
2021-06-23,131.01290893554688
2021-06-24,130.72879028320312
2021-06-25,130.4347686767578
2021-06-28,132.0712127685547
2021-06-29,133.59005737304688
2021-06-30,134.2074432373047
2021-07-01,134.51119995117188
2021-07-02,137.14715576171875
2021-07-06,139.1657257080078
2021-07-07,141.6644744873047
2021-07-08,140.36122131347656
2021-07-09,142.19361877441406
2021-07-12,141.59585571289062
2021-07-13,142.7129669189453
2021-07-14,146.15243530273438
2021-07-15,145.49588012695312
2021-07-16,143.4478759765625
2021-07-19,139.58709716796875
2021-07-20,143.2126922607422
2021-07-21,142.477783203125
2021-07-22,143.84962463378906
2021-07-23,145.5742645263672
2021-07-26,145.9956512451172
2021-07-27,143.82028198242188
2021-07-28,142.0662384033203
2021-07-29,142.7129669189453
2021-07-30,142.92855834960938
2021-08-02,142.5953826904297
2021-08-03,144.39842224121094
2021-08-04,143.9966583251953
2021-08-05,144.10443115234375
2021-08-06,143.41749572753906
2021-08-09,143.36837768554688
2021-08-10,142.88754272460938
2021-08-11,143.1427001953125
2021-08-12,146.11624145507812
2021-08-13,146.3223114013672
2021-08-16,148.30470275878906
2021-08-17,147.3920440673828
2021-08-18,143.6333770751953
2021-08-19,143.96707153320312
2021-08-20,145.4292755126953
2021-08-23,146.92095947265625
2021-08-24,146.8326416015625
2021-08-25,145.5961151123047
2021-08-26,144.7913818359375
2021-08-27,145.83168029785156
2021-08-30,150.26742553710938
2021-08-31,149.00148010253906
2021-09-01,149.6687774658203
2021-09-02,150.78756713867188
2021-09-03,151.4254608154297
2021-09-07,153.7709197998047
2021-09-08,152.22036743164062
2021-09-09,151.1997528076172
2021-09-10,146.19471740722656
2021-09-13,146.76394653320312
2021-09-14,145.36058044433594
2021-09-15,146.2536163330078
2021-09-16,146.01808166503906
2021-09-17,143.33897399902344
2021-09-20,140.27708435058594
2021-09-21,140.75794982910156
2021-09-22,143.13287353515625
2021-09-23,144.09463500976562
2021-09-24,144.1829376220703
2021-09-27,142.66180419921875
2021-09-28,139.26626586914062
2021-09-29,140.1691131591797
2021-09-30,138.8638916015625
2021-10-01,139.99249267578125
2021-10-04,136.5478973388672
2021-10-05,138.48117065429688
2021-10-06,139.35458374023438
2021-10-07,140.62057495117188
2021-10-08,140.23782348632812
2021-10-11,140.1494903564453
2021-10-12,138.87371826171875
2021-10-13,138.28492736816406
2021-10-14,141.08177185058594
2021-10-15,142.14169311523438
2021-10-18,143.81983947753906
2021-10-19,145.98866271972656
2021-10-20,146.4793701171875
2021-10-21,146.69525146484375
2021-10-22,145.91995239257812
2021-10-25,145.87091064453125
2021-10-26,146.5382537841797
2021-10-27,146.07699584960938
2021-10-28,149.72769165039062
2021-10-29,147.00930786132812
2021-11-01,146.18492126464844
2021-11-02,147.2251739501953
2021-11-03,148.66781616210938
2021-11-04,148.14768981933594
2021-11-05,148.6784210205078
2021-11-08,147.8528594970703
2021-11-09,148.2164764404297
2021-11-10,145.37619018554688
2021-11-11,145.32704162597656
2021-11-12,147.4105987548828
2021-11-15,147.42039489746094
2021-11-16,148.40321350097656
2021-11-17,150.85037231445312
2021-11-18,155.155029296875
2021-11-19,157.78897094726562
2021-11-22,158.2509002685547
2021-11-23,158.6342010498047
2021-11-24,159.1550750732422
2021-11-26,154.1133270263672
2021-11-29,157.48428344726562
2021-11-30,162.45729064941406
2021-12-01,161.93641662597656
2021-12-02,160.9437713623047
2021-12-03,159.05679321289062
2021-12-06,162.47694396972656
2021-12-07,168.23619079589844
2021-12-08,172.069091796875
2021-12-09,171.55804443359375
2021-12-10,176.36392211914062
2021-12-13,172.71774291992188
2021-12-14,171.33197021484375
2021-12-15,176.21653747558594
2021-12-16,169.29759216308594
2021-12-17,168.1968536376953
2021-12-20,166.83074951171875
2021-12-21,170.0150146484375
2021-12-22,172.61947631835938
2021-12-23,173.2484588623047
2021-12-27,177.2288055419922
2021-12-28,176.20668029785156
2021-12-29,176.29513549804688
2021-12-30,175.1354522705078
2021-12-31,174.51626586914062
2022-01-03,178.87991333007812
2022-01-04,176.60968017578125
2022-01-05,171.91184997558594
2022-01-06,169.04209899902344
2022-01-07,169.20913696289062
2022-01-10,169.22879028320312
2022-01-11,172.069091796875
2022-01-12,172.5113525390625
2022-01-13,169.22879028320312
2022-01-14,170.09368896484375
2022-01-18,166.8798828125
2022-01-19,163.37127685546875
2022-01-20,161.6808624267578
2022-01-21,159.6169891357422
2022-01-24,158.840576171875
2022-01-25,157.03221130371094
2022-01-26,156.9437713623047
2022-01-27,156.48184204101562
2022-01-28,167.40078735351562
2022-01-31,171.77426147460938
2022-02-01,171.607177734375
2022-02-02,172.81602478027344
2022-02-03,169.9265899658203
2022-02-04,169.64122009277344
2022-02-07,168.92286682128906
2022-02-08,172.0423126220703
2022-02-09,173.46914672851562
2022-02-10,169.37551879882812
2022-02-11,165.95098876953125
2022-02-14,166.1871795654297
2022-02-15,170.0348358154297
2022-02-16,169.79864501953125
2022-02-17,166.1871795654297
2022-02-18,164.6323699951172
2022-02-22,161.69992065429688
2022-02-23,157.51766967773438
2022-02-24,160.1450958251953
2022-02-25,162.22145080566406
2022-02-28,162.48715209960938
2022-03-01,160.5977325439453
2022-03-02,163.9041290283203
2022-03-03,163.5794219970703
2022-03-04,160.5681915283203
2022-03-07,156.7599334716797
2022-03-08,154.9296112060547
2022-03-09,160.3517303466797
2022-03-10,155.99237060546875
2022-03-11,152.26278686523438
2022-03-14,148.21832275390625
2022-03-15,152.6170654296875
2022-03-16,157.0452880859375
2022-03-17,158.05886840820312
2022-03-18,161.3653106689453
2022-03-21,162.7429962158203
2022-03-22,166.1281280517578
2022-03-23,167.4959716796875
2022-03-24,171.29441833496094
2022-03-25,171.93405151367188
2022-03-28,172.80003356933594
2022-03-29,176.10646057128906
2022-03-30,174.93544006347656
2022-03-31,171.82582092285156
2022-04-01,171.5305938720703
2022-04-04,175.59475708007812
2022-04-05,172.26861572265625
2022-04-06,169.09014892578125
2022-04-07,169.39520263671875
2022-04-08,167.37786865234375
2022-04-11,163.10707092285156
2022-04-12,164.9866485595703
2022-04-13,167.68292236328125
2022-04-14,162.6544189453125
2022-04-18,162.43792724609375
2022-04-19,164.7307586669922
2022-04-20,164.56349182128906
2022-04-21,163.76641845703125
2022-04-22,159.21022033691406
2022-04-25,160.28285217285156
2022-04-26,154.29977416992188
2022-04-27,154.07347106933594
2022-04-28,161.03073120117188
2022-04-29,155.13624572753906
2022-05-02,155.44134521484375
2022-05-03,156.93704223632812
2022-05-04,163.372802734375
2022-05-05,154.270263671875
2022-05-06,154.9995574951172
2022-05-09,149.85523986816406
2022-05-10,152.26968383789062
2022-05-11,144.37586975097656
2022-05-12,140.49295043945312
2022-05-13,144.9770050048828
2022-05-16,143.42977905273438
2022-05-17,147.0761260986328
2022-05-18,138.7781982421875
2022-05-19,135.3585205078125
2022-05-20,135.5950469970703
2022-05-23,141.03501892089844
2022-05-24,138.32485961914062
2022-05-25,138.48257446289062
2022-05-26,141.69529724121094
2022-05-27,147.4703369140625
2022-05-31,146.68191528320312
2022-06-01,146.5537872314453
2022-06-02,149.01756286621094
2022-06-03,143.27207946777344
2022-06-06,144.02110290527344
2022-06-07,146.5537872314453
2022-06-08,145.81468200683594
2022-06-09,140.5718231201172
2022-06-10,135.14173889160156
2022-06-13,129.96783447265625
2022-06-14,130.8350830078125
2022-06-15,133.46636962890625
2022-06-16,128.17420959472656
2022-06-17,129.6524658203125
2022-06-21,133.8999481201172
2022-06-22,133.3875274658203
2022-06-23,136.2652130126953
2022-06-24,139.6060333251953
2022-06-27,139.6060333251953
2022-06-28,135.44723510742188
2022-06-29,137.21127319335938
2022-06-30,134.73765563964844
2022-07-01,136.9156036376953
2022-07-05,139.5074920654297
2022-07-06,140.84774780273438
2022-07-07,144.22804260253906
2022-07-08,144.9080047607422
2022-07-11,142.76950073242188
2022-07-12,143.7451171875
2022-07-13,143.38050842285156
2022-07-14,146.31729125976562
2022-07-15,147.99264526367188
2022-07-18,144.93759155273438
2022-07-19,148.81060791015625
2022-07-20,150.82102966308594
2022-07-21,153.09751892089844
2022-07-22,151.85581970214844
2022-07-25,150.7323455810547
2022-07-26,149.40188598632812
2022-07-27,154.51661682128906
2022-07-28,155.0685577392578
2022-07-29,160.15370178222656
2022-08-01,159.16819763183594
2022-08-02,157.68997192382812
2022-08-03,163.72122192382812
2022-08-04,163.40586853027344
2022-08-05,163.1789093017578
2022-08-08,162.7052001953125
2022-08-09,162.75453186035156
2022-08-10,167.01780700683594
2022-08-11,166.2776641845703
2022-08-12,169.8402557373047
2022-08-15,170.9159393310547
2022-08-16,170.75802612304688
2022-08-17,172.25808715820312
2022-08-18,171.8633270263672
2022-08-19,169.26788330078125
2022-08-22,165.3697509765625
2022-08-23,165.0341796875
2022-08-24,165.33026123046875
2022-08-25,167.79747009277344
2022-08-26,161.47158813476562
2022-08-29,159.26104736328125
2022-08-30,156.82345581054688
2022-08-31,155.15562438964844
2022-09-01,155.8859405517578
2022-09-02,153.76412963867188
2022-09-06,152.50094604492188
2022-09-07,153.91220092773438
2022-09-08,152.431884765625
2022-09-09,155.30364990234375
2022-09-12,161.28408813476562
2022-09-13,151.8200225830078
2022-09-14,153.27072143554688
2022-09-15,150.36929321289062
2022-09-16,148.7212677001953
2022-09-19,152.4516143798828
2022-09-20,154.83981323242188
2022-09-21,151.70159912109375
2022-09-22,150.73443603515625
2022-09-23,148.4547576904297
2022-09-26,148.7903289794922
2022-09-27,149.767333984375
2022-09-28,147.8725128173828
2022-09-29,140.6091766357422
2022-09-30,136.38534545898438
2022-10-03,140.57955932617188
2022-10-04,144.18165588378906
2022-10-05,144.47769165039062
2022-10-06,143.5204315185547
2022-10-07,138.2505645751953
2022-10-10,138.5762176513672
2022-10-11,137.15513610839844
2022-10-12,136.52354431152344
2022-10-13,141.1124725341797
2022-10-14,136.56300354003906
2022-10-17,140.54010009765625
2022-10-18,141.8625030517578
2022-10-19,141.97105407714844
2022-10-20,141.50721740722656
2022-10-21,145.3363037109375
2022-10-24,147.48764038085938
2022-10-25,150.3397216796875
2022-10-26,147.3889617919922
2022-10-27,142.8987274169922
2022-10-28,153.69505310058594
2022-10-31,151.32655334472656
2022-11-01,148.671875
2022-11-02,143.1256866455078
2022-11-03,137.05645751953125
2022-11-04,136.78955078125
2022-11-07,137.3233184814453
2022-11-08,137.89669799804688
2022-11-09,133.31988525390625
2022-11-10,145.18194580078125
2022-11-11,147.97947692871094
2022-11-14,146.5757598876953
2022-11-15,148.31552124023438
2022-11-16,147.07989501953125
2022-11-17,148.98773193359375
2022-11-18,149.55117797851562
2022-11-21,146.30886840820312
2022-11-22,148.4539031982422
2022-11-23,149.33370971679688
2022-11-25,146.40773010253906
2022-11-28,142.56240844726562
2022-11-29,139.54750061035156
2022-11-30,146.3286590576172
2022-12-01,146.6054229736328
2022-12-02,146.1111602783203
2022-12-05,144.94476318359375
2022-12-06,141.26747131347656
2022-12-07,139.32012939453125
2022-12-08,141.01048278808594
2022-12-09,140.52610778808594
2022-12-12,142.82933044433594
2022-12-13,143.79808044433594
2022-12-14,141.5640411376953
2022-12-15,134.93116760253906
2022-12-16,132.9640350341797
2022-12-19,130.84864807128906
2022-12-20,130.77943420410156
2022-12-21,133.8932342529297
2022-12-22,130.71022033691406
2022-12-23,130.344482421875
2022-12-27,128.53549194335938
2022-12-28,124.59137725830078
2022-12-29,128.12034606933594
2022-12-30,128.43666076660156
2023-01-03,123.63252258300781
2023-01-04,124.90769958496094
2023-01-05,123.58309936523438
2023-01-06,128.13023376464844
2023-01-09,128.65414428710938
2023-01-10,129.22747802734375
2023-01-11,131.9557647705078
2023-01-12,131.87667846679688
2023-01-13,133.2111358642578
2023-01-17,134.37759399414062
2023-01-18,133.65599060058594
2023-01-19,133.71533203125
2023-01-20,136.285400390625
2023-01-23,139.48817443847656
2023-01-24,140.89186096191406
2023-01-25,140.2295684814453
2023-01-26,142.305419921875
2023-01-27,144.25277709960938
2023-01-30,141.35643005371094
2023-01-31,142.631591796875
2023-02-01,143.7584991455078
2023-02-02,149.08656311035156
2023-02-03,152.7242431640625
2023-02-06,149.98611450195312
2023-02-07,152.87257385253906
2023-02-08,150.17393493652344
2023-02-09,149.13600158691406
2023-02-10,149.50228881835938
2023-02-13,152.31398010253906
2023-02-14,151.67044067382812
2023-02-15,153.77915954589844
2023-02-16,152.1753692626953
2023-02-17,151.02694702148438
2023-02-21,146.99755859375
2023-02-22,147.42327880859375
2023-02-23,147.9083709716797
2023-02-24,145.24525451660156
2023-02-27,146.44314575195312
2023-02-28,145.9382781982422
2023-03-01,143.85923767089844
2023-03-02,144.4532470703125
2023-03-03,149.52210998535156
2023-03-06,152.2941436767578
2023-03-07,150.08644104003906
2023-03-08,151.34375
2023-03-09,149.0865020751953
2023-03-10,147.01736450195312
2023-03-13,148.9676971435547
2023-03-14,151.0665283203125
2023-03-15,151.46253967285156
2023-03-16,154.29400634765625
2023-03-17,153.45248413085938
2023-03-20,155.82852172851562
2023-03-21,157.68972778320312
2023-03-22,156.25424194335938
2023-03-23,157.34323120117188
2023-03-24,158.6500701904297
2023-03-27,156.69970703125
2023-03-28,156.0760040283203
2023-03-29,159.1648712158203
2023-03-30,160.73898315429688
2023-03-31,163.25363159179688
2023-04-03,164.51097106933594
2023-04-04,163.97633361816406
2023-04-05,162.12501525878906
2023-04-06,163.0160369873047
2023-04-10,160.4122772216797
2023-04-11,159.19454956054688
2023-04-12,158.50155639648438
2023-04-13,163.90704345703125
2023-04-14,163.56056213378906
2023-04-17,163.58033752441406
2023-04-18,164.80796813964844
2023-04-19,165.95639038085938
2023-04-20,164.98614501953125
2023-04-21,163.37242126464844
2023-04-24,163.67933654785156
2023-04-25,162.13490295410156
2023-04-26,162.12501525878906
2023-04-27,166.7285919189453
2023-04-28,167.98590087890625
2023-05-01,167.8967742919922
2023-05-02,166.85726928710938
2023-05-03,165.77818298339844
2023-05-04,164.13473510742188
2023-05-05,171.83706665039062
2023-05-08,171.76776123046875
2023-05-09,170.0550537109375
2023-05-10,171.82716369628906
2023-05-11,172.01528930664062
2023-05-12,171.08338928222656
2023-05-15,170.58766174316406
2023-05-16,170.58766174316406
2023-05-17,171.2023162841797
2023-05-18,173.5419921875
2023-05-19,173.65103149414062
2023-05-22,172.69932556152344
2023-05-23,170.08206176757812
2023-05-24,170.35964965820312
2023-05-25,171.499755859375
2023-05-26,173.91871643066406
2023-05-30,175.7726287841797
2023-05-31,175.72305297851562
2023-06-01,178.53857421875
2023-06-02,179.3911590576172
2023-06-05,178.03298950195312
2023-06-06,177.6661834716797
2023-06-07,176.28814697265625
2023-06-08,179.01446533203125
2023-06-09,179.40109252929688
2023-06-12,182.20669555664062
2023-06-13,181.73086547851562
2023-06-14,182.3653106689453
2023-06-15,184.40757751464844
2023-06-16,183.32696533203125
2023-06-20,183.41619873046875
2023-06-21,182.37525939941406
2023-06-22,185.38906860351562
2023-06-23,185.0718231201172
2023-06-26,183.67396545410156
2023-06-27,186.43992614746094
2023-06-28,187.6196746826172
2023-06-29,187.9567413330078
2023-06-30,192.29901123046875
2023-07-03,190.80201721191406
2023-07-05,189.6817626953125
2023-07-06,190.15762329101562
2023-07-07,189.037353515625
2023-07-10,186.98516845703125
2023-07-11,186.45974731445312
2023-07-12,188.13519287109375
2023-07-13,188.89854431152344
2023-07-14,189.0472869873047
2023-07-17,192.31886291503906
2023-07-18,192.0610809326172
2023-07-19,193.4192657470703
2023-07-20,191.46624755859375
2023-07-21,190.28651428222656
2023-07-24,191.08950805664062
2023-07-25,191.95201110839844
2023-07-26,192.82443237304688
2023-07-27,191.55548095703125
2023-07-28,194.1429901123047
2023-07-31,194.75765991210938
2023-08-01,193.92491149902344
2023-08-02,190.92098999023438
2023-08-03,189.5231475830078
2023-08-04,180.42222595214844
2023-08-07,177.3092803955078
2023-08-08,178.2510986328125
2023-08-09,176.65496826171875
2023-08-10,176.43682861328125
2023-08-11,176.49639892578125
2023-08-14,178.15428161621094
2023-08-15,176.15890502929688
2023-08-16,175.28530883789062
2023-08-17,172.73399353027344
2023-08-18,173.22044372558594
2023-08-21,174.56060791015625
2023-08-22,175.9404754638672
2023-08-23,179.80218505859375
2023-08-24,175.0966796875
2023-08-25,177.31044006347656
2023-08-28,178.87896728515625
2023-08-29,182.78036499023438
2023-08-30,186.28466796875
2023-08-31,186.5030517578125
2023-09-01,188.0814971923828
2023-09-05,188.31976318359375
2023-09-06,181.5791473388672
2023-09-07,176.26808166503906
2023-09-08,176.88356018066406
2023-09-11,178.0549774169922
2023-09-12,175.0172576904297
2023-09-13,172.94247436523438
2023-09-14,174.46133422851562
2023-09-15,173.7366180419922
2023-09-18,176.6750946044922
